,Community Area Number,Ward,Police District,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Overall_Rating,School_Survey_Safety,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),# of Police Notifications,% of Misconducts Resulting in a Police Notification,count_of_scores
2806,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,39,2,23,14,32,5,12.8,1288
2807,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,57,18,37,2,43,1,1.8,1288
2808,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,31,17,11,3,21,1,3.2,1288
2809,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,23,4,16,3,14,1,4.3,1288
2810,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,38,16,16,6,23,0,0.0,1288
2811,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,78,23,34,21,31,3,3.8,1288
2812,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,84,27,56,1,22,7,8.3,1288
2813,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,1,0,0,1,0,0,0.0,1288
2814,60,11,9,ES,60608,394,285,45,43,208,68,66,0,0,0,Level 1+,3,40,15,19,6,13,0,0.0,1288
2815,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,1925,1247,577,101,668,10,0.5,1723
2816,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,1056,368,572,116,487,15,1.4,1723
2817,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,1946,812,865,269,681,3,0.2,1723
2818,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,751,288,320,143,153,2,0.3,1723
2819,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,123,56,40,27,54,37,30.1,1723
2820,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,18,9,5,4,5,4,22.2,1723
2821,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,16,0,15,1,11,8,50.0,1723
2822,25,29,15,HS,60644,35,33,12,34,1,0,0,0,0,0,Level 2,2,27,2,20,5,19,6,22.2,1723
2823,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,54,6,45,3,54,0,0.0,1288
2824,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,38,3,31,4,30,4,10.5,1288
2825,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,50,11,34,5,37,5,10.0,1288
2826,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,60,5,32,23,49,7,11.7,1288
2827,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,8,2,3,3,3,1,12.5,1288
2828,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,5,1,1,3,3,0,0.0,1288
2829,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,40,7,27,6,12,1,2.5,1288
2830,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,7,3,1,3,0,0,0.0,1288
2831,48,8,4,ES,60617,242,193,40,240,2,0,0,0,0,0,Level 2+,3,63,23,21,19,18,0,0.0,1288
2832,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,12,3,6,3,9,1,8.3,1288
2833,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,7,1,4,2,5,2,28.6,1288
2834,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,17,10,6,1,3,0,0.0,1288
2835,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,8,2,5,1,2,0,0.0,1288
2836,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,8,0,6,2,2,6,75.0,1288
2837,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,3,0,3,0,3,1,33.3,1288
2838,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,3,1,2,0,3,0,0.0,1288
2839,33,2,1,HS,60616,239,220,239,89,127,8,9,3,0,1,Inability to Rate,3,75,39,32,4,9,3,4.0,1288
2840,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,25,19,6,0,14,1,4.0,1288
2841,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,3,3,0,0,0,0,0.0,1288
2842,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,12,6,6,0,4,0,0.0,1288
2843,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,5,4,1,0,2,0,0.0,1288
2844,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,11,10,1,0,4,0,0.0,1288
2845,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,11,3,7,1,0,1,9.1,1288
2846,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,14,5,9,0,0,3,21.4,1288
2847,30,12,10,ES,60623,219,170,43,6,199,13,0,0,0,0,Level 1,3,22,11,11,0,1,2,9.1,1288
2848,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,23,0,23,0,21,1,4.3,1723
2849,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,54,13,41,0,18,9,16.7,1723
2850,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,45,22,22,1,28,2,4.4,1723
2851,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,30,19,9,2,11,2,6.7,1723
2852,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,30,20,10,0,8,2,6.7,1723
2853,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,42,21,19,2,14,1,2.4,1723
2854,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,17,6,9,2,4,2,11.8,1723
2855,45,8,4,ES,60619,226,175,23,223,2,0,0,0,0,0,Level 2+,2,19,9,9,1,1,1,5.3,1723
2856,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,14,0,14,0,14,0,0.0,1723
2857,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,21,8,12,1,9,0,0.0,1723
2858,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,134,81,39,14,19,0,0.0,1723
2859,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,91,57,28,6,13,9,9.9,1723
2860,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,57,29,27,1,23,4,7.0,1723
2861,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,18,6,11,1,6,0,0.0,1723
2862,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,8,1,4,3,4,0,0.0,1723
2863,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,7,5,2,0,0,0,0.0,1723
2864,24,27,13,ES,60642,316,262,112,102,183,17,7,1,0,1,Level 2,2,50,29,20,1,1,0,0.0,1723
2865,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,352,111,214,27,129,2,0.6,128
2866,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,155,40,100,15,54,0,0.0,128
2867,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,148,79,64,5,39,0,0.0,128
2868,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,21,7,14,0,14,0,0.0,128
2869,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,15,6,8,1,4,1,6.7,128
2870,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,79,37,42,0,61,1,1.3,128
2871,53,9,5,ES,60628,289,225,59,286,1,0,0,1,0,0,Level 2+,5,136,101,34,1,40,0,0.0,128
2872,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,81,7,48,26,72,13,16.0,1723
2873,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,338,85,229,24,264,1,0.3,1723
2874,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,572,313,244,15,362,7,1.2,1723
2875,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,206,111,85,10,104,1,0.5,1723
2876,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,166,125,25,16,86,5,3.0,1723
2877,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,57,31,19,7,20,1,1.8,1723
2878,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,2,0,0,2,2,2,100.0,1723
2879,71,17,6,ES,60620,269,235,32,263,4,0,0,0,0,1,Level 2,2,3,1,2,0,1,2,66.7,1723
2880,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,392,114,248,30,131,34,8.7,1723
2881,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,122,33,71,18,86,2,1.6,1723
2882,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,187,110,66,11,95,15,8.0,1723
2883,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,164,104,37,23,61,1,0.6,1723
2884,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,75,39,28,8,22,6,8.0,1723
2885,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,17,6,10,1,6,0,0.0,1723
2886,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,259,115,128,16,241,66,25.5,1723
2887,38,3,2,HS,60615,72,66,13,70,1,0,0,0,0,0,Level 2,2,425,156,244,25,151,87,20.5,1723
2888,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,61,16,36,9,56,1,1.6,289
2889,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,112,40,52,20,54,2,1.8,289
2890,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,79,27,50,2,26,0,0.0,289
2891,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,42,22,18,2,17,1,2.4,289
2892,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,55,32,23,0,16,1,1.8,289
2893,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,102,54,41,7,43,1,1.0,289
2894,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,3,0,3,0,2,0,0.0,289
2895,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,14,0,14,0,0,0,0.0,289
2896,69,6,6,ES,60619,317,248,39,307,8,0,1,0,0,0,Level 2,1,13,0,13,0,1,0,0.0,289
2897,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,92,14,71,7,44,2,2.2,1723
2898,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,162,39,115,8,66,2,1.2,1723
2899,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,93,21,69,3,49,5,5.4,1723
2900,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,68,21,32,15,37,0,0.0,1723
2901,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,37,0,32,5,43,0,0.0,1723
2902,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,9,2,7,0,0,0,0.0,1723
2903,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,47,10,27,10,35,1,2.1,1723
2904,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,48,5,28,15,33,6,12.5,1723
2905,15,38,16,ES,60641,994,747,155,28,829,85,16,5,0,0,Level 1,2,46,25,19,2,9,2,4.3,1723
2906,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,21,2,13,6,21,1,4.8,1723
2907,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,58,12,42,4,22,3,5.2,1723
2908,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,49,10,38,1,38,2,4.1,1723
2909,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,222,112,103,7,89,5,2.3,1723
2910,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,93,38,49,6,61,0,0.0,1723
2911,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,220,173,47,0,45,0,0.0,1723
2912,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,145,90,54,1,38,1,0.7,1723
2913,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,4,3,1,0,0,0,0.0,1723
2914,54,9,5,ES,60827,202,151,37,193,8,1,0,0,0,0,Level 1,2,184,128,55,1,34,1,0.5,1723
2915,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,1713,1173,373,167,1456,24,1.4,1723
2916,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,2080,1190,766,124,1498,91,4.4,1723
2917,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,883,526,329,28,392,6,0.7,1723
2918,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,883,507,336,40,530,13,1.5,1723
2919,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,823,615,188,20,460,1,0.1,1723
2920,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,1003,927,50,26,840,3,0.3,1723
2921,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,438,242,183,13,174,12,2.7,1723
2922,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,7,5,1,1,0,0,0.0,1723
2923,49,34,22,HS,60628,229,186,45,220,9,0,0,0,0,0,Level 2,2,306,117,168,21,92,0,0.0,1723
2924,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,172,106,60,6,183,2,1.2,289
2925,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,59,12,31,16,54,3,5.1,289
2926,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,39,8,25,6,41,0,0.0,289
2927,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,31,9,18,4,32,2,6.5,289
2928,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,47,19,28,0,64,0,0.0,289
2929,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,69,21,31,17,19,3,4.3,289
2930,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,98,26,57,15,52,7,7.1,289
2931,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,8,5,3,0,0,0,0.0,289
2932,30,22,10,HS,60623,286,258,47,35,249,1,1,0,0,0,Level 2+,1,132,33,64,35,93,1,0.8,289
2933,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,367,165,186,16,199,20,5.4,1723
2934,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,228,98,117,13,139,23,10.1,1723
2935,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,192,43,142,7,155,2,1.0,1723
2936,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,60,10,48,2,62,0,0.0,1723
2937,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,239,138,88,13,275,24,10.0,1723
2938,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,334,119,141,74,259,17,5.1,1723
2939,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,701,398,236,67,144,34,4.9,1723
2940,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,5,3,2,0,0,0,0.0,1723
2941,24,1,13,HS,60622,312,217,79,147,113,45,1,0,0,0,Level 2,2,501,299,177,25,79,15,3.0,1723
2942,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,92,32,50,10,53,1,1.1,1723
2943,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,175,75,81,19,62,1,0.6,1723
2944,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,230,154,69,7,75,2,0.9,1723
2945,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,275,159,102,14,115,4,1.5,1723
2946,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,190,130,55,5,52,1,0.5,1723
2947,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,161,106,37,18,53,3,1.9,1723
2948,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,132,76,49,7,46,6,4.5,1723
2949,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,3,0,3,0,0,0,0.0,1723
2950,66,18,8,ES,60629,867,715,129,167,685,5,4,3,0,0,Level 1,2,132,64,64,4,10,0,0.0,1723
2951,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,44,3,38,3,41,0,0.0,1723
2952,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,47,17,29,1,24,0,0.0,1723
2953,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,21,8,13,0,8,0,0.0,1723
2954,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,34,15,18,1,12,0,0.0,1723
2955,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,33,24,9,0,2,1,3.0,1723
2956,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,8,3,5,0,3,0,0.0,1723
2957,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,3,1,2,0,1,0,0.0,1723
2958,19,31,25,ES,60639,826,631,115,17,793,8,0,4,0,0,Level 1+,2,1,0,1,0,1,0,0.0,1723
2959,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,2545,2133,385,27,1883,11,0.4,289
2960,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,1288,802,436,50,484,4,0.3,289
2961,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,1748,1475,237,36,204,14,0.8,289
2962,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,394,211,147,36,132,3,0.8,289
2963,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,206,70,122,14,58,1,0.5,289
2964,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,298,103,183,12,126,1,0.3,289
2965,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,343,188,130,25,38,3,0.9,289
2966,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,18,14,4,0,0,0,0.0,289
2967,30,22,10,HS,60623,443,423,123,55,381,5,1,1,0,0,Level 2+,1,498,257,222,19,104,9,1.8,289
2968,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,47,2,34,11,48,1,2.1,1288
2969,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,429,268,157,4,75,1,0.2,1288
2970,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,96,36,55,5,57,0,0.0,1288
2971,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,236,140,88,8,76,0,0.0,1288
2972,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,664,473,181,10,178,1,0.2,1288
2973,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,304,207,93,4,26,1,0.3,1288
2974,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,18,7,10,1,6,0,0.0,1288
2975,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,17,17,0,0,0,0,0.0,1288
2976,13,40,17,ES,60625,839,467,102,62,291,251,183,3,0,0,Level 1,3,73,26,36,11,42,1,1.4,1288
2977,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,43,7,36,0,37,2,4.7,356
2978,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,218,119,94,5,47,0,0.0,356
2979,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,75,29,34,12,33,5,6.7,356
2980,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,100,32,63,5,29,2,2.0,356
2981,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,43,16,22,5,12,1,2.3,356
2982,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,114,45,60,9,16,2,1.8,356
2983,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,91,34,56,1,17,1,1.1,356
2984,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,1,1,0,0,0,0,0.0,356
2985,7,43,18,ES,60614,367,250,60,245,75,20,7,1,0,0,Level 1,4,82,34,42,6,7,0,0.0,356
2986,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,113,13,95,5,105,5,4.4,1723
2987,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,61,14,43,4,25,10,16.4,1723
2988,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,559,249,297,13,64,12,2.1,1723
2989,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,83,44,38,1,32,0,0.0,1723
2990,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,286,100,183,3,48,9,3.1,1723
2991,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,48,14,27,7,28,0,0.0,1723
2992,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,21,2,17,2,11,1,4.8,1723
2993,25,37,15,ES,60644,380,300,57,337,38,3,0,0,0,0,Level 2,2,66,2,30,34,34,2,3.0,1723
2994,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,186,18,149,19,180,4,2.2,1288
2995,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,221,68,140,13,68,2,0.9,1288
2996,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,233,122,79,32,44,4,1.7,1288
2997,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,130,61,51,18,25,1,0.8,1288
2998,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,72,21,45,6,26,3,4.2,1288
2999,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,27,11,12,4,12,2,7.4,1288
3000,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,29,8,19,2,5,0,0.0,1288
3001,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,2,1,1,0,0,0,0.0,1288
3002,1,49,24,ES,60626,499,362,103,131,260,52,38,2,0,4,Level 1+,3,8,0,6,2,5,0,0.0,1288
3003,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,54,17,25,12,46,9,16.7,1723
3004,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,55,21,34,0,7,0,0.0,1723
3005,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,7,3,4,0,2,1,14.3,1723
3006,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,22,12,10,0,9,2,9.1,1723
3007,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,99,20,68,11,37,5,5.1,1723
3008,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,43,10,28,5,10,1,2.3,1723
3009,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,9,0,9,0,4,0,0.0,1723
3010,67,16,7,ES,60636,181,162,22,155,25,1,0,0,0,0,Level 2,2,3,0,2,1,2,1,33.3,1723
3011,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,98,44,35,19,38,4,4.1,1723
3012,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,91,50,28,13,16,0,0.0,1723
3013,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,142,125,17,0,41,0,0.0,1723
3014,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,73,56,16,1,8,0,0.0,1723
3015,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,87,70,13,4,6,2,2.3,1723
3016,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,94,58,29,7,30,2,2.1,1723
3017,44,6,6,ES,60619,249,198,88,230,7,2,1,0,0,0,Level 2,2,35,16,16,3,12,2,5.7,1723
3018,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,118,36,80,2,24,0,0.0,1288
3019,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,149,119,26,4,14,0,0.0,1288
3020,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,118,96,17,5,20,0,0.0,1288
3021,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,97,70,26,1,12,2,2.1,1288
3022,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,54,11,36,7,8,1,1.9,1288
3023,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,185,108,68,9,25,3,1.6,1288
3024,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,17,13,3,1,2,2,11.8,1288
3025,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,273,273,0,0,0,0,0.0,1288
3026,24,1,13,ES,60622,436,277,88,28,356,39,3,2,0,0,Level 1+,3,3,3,0,0,0,0,0.0,1288
3027,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,153,14,123,16,134,7,4.6,1723
3028,43,7,4,ES,60649,420,331,52,408,9,0,0,0,0,0,Level 2+,2,188,55,128,5,9,2,1.1,1723
