,Community Area Number,Ward,Police District,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Overall_Rating,School_Survey_Safety,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),# of Police Notifications,% of Misconducts Resulting in a Police Notification,count_of_scores
2186,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,15,6,8,1,8,5,33.3,356
2187,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,38,21,11,6,18,3,7.9,356
2188,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,22,9,7,6,9,1,4.5,356
2189,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,29,8,18,3,21,1,3.4,356
2190,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,29,7,12,10,22,0,0.0,356
2191,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,7,1,6,0,5,0,0.0,356
2192,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,1,0,1,0,0,0,0.0,356
2193,16,30,17,ES,60641,636,507,79,19,563,39,9,1,0,0,Level 1+,4,6,4,1,1,1,2,33.3,356
2194,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,11,6,5,0,12,0,0.0,356
2195,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,8,1,5,2,8,0,0.0,356
2196,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,12,10,1,1,7,0,0.0,356
2197,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,8,6,2,0,7,0,0.0,356
2198,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,36,22,13,1,11,0,0.0,356
2199,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,39,24,14,1,6,0,0.0,356
2200,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,13,9,4,0,3,0,0.0,356
2201,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,1,0,0,1,1,0,0.0,356
2202,5,47,19,ES,60618,791,73,86,13,127,538,34,0,0,2,Level 1+,4,30,15,15,0,9,0,0.0,356
2203,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,4,0,3,1,3,0,0.0,356
2204,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,6,3,3,0,1,0,0.0,356
2205,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,6,3,3,0,0,0,0.0,356
2206,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,5,1,4,0,2,0,0.0,356
2207,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,18,5,13,0,5,0,0.0,356
2208,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,24,10,14,0,1,0,0.0,356
2209,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,8,3,2,3,1,0,0.0,356
2210,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,2,0,2,0,0,0,0.0,356
2211,13,39,17,ES,60659,342,145,81,21,62,139,112,1,0,0,Level 1+,4,8,5,2,1,1,0,0.0,356
2212,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,72,10,46,16,53,10,13.9,1288
2213,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,136,58,56,22,23,6,4.4,1288
2214,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,188,74,99,15,31,1,0.5,1288
2215,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,183,83,91,9,80,1,0.5,1288
2216,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,169,69,82,18,82,3,1.8,1288
2217,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,229,123,80,26,132,4,1.7,1288
2218,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,184,141,42,1,54,3,1.6,1288
2219,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,14,13,1,0,0,0,0.0,1288
2220,63,14,8,ES,60632,1011,870,114,1,980,18,2,6,0,0,Level 2+,3,134,69,62,3,27,6,4.5,1288
2221,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,4,0,3,1,4,0,0.0,128
2222,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,8,6,1,1,2,0,0.0,128
2223,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,5,2,3,0,4,0,0.0,128
2224,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,8,2,4,2,5,0,0.0,128
2225,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,11,10,1,0,0,0,0.0,128
2226,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,10,1,6,3,6,0,0.0,128
2227,74,19,22,ES,60655,1154,169,153,29,175,923,11,1,0,1,Level 1+,5,7,5,2,0,0,0,0.0,128
2228,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,76,41,34,1,53,1,1.3,1288
2229,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,13,7,6,0,8,0,0.0,1288
2230,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,7,5,0,2,5,2,28.6,1288
2231,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,54,47,6,1,6,1,1.9,1288
2232,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,49,44,4,1,3,0,0.0,1288
2233,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,94,78,15,1,6,0,0.0,1288
2234,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,64,53,11,0,5,0,0.0,1288
2235,63,14,9,ES,60632,343,272,70,5,330,5,1,1,0,0,Level 1+,3,19,11,6,2,6,0,0.0,1288
2236,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,30,15,13,2,13,0,0.0,128
2237,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,10,8,1,1,0,0,0.0,128
2238,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,5,2,3,0,2,0,0.0,128
2239,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,24,11,13,0,4,1,4.2,128
2240,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,27,15,12,0,1,0,0.0,128
2241,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,22,14,8,0,0,0,0.0,128
2242,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,10,5,3,2,0,0,0.0,128
2243,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,4,0,4,0,0,0,0.0,128
2244,48,8,4,ES,60619,117,90,11,115,2,0,0,0,0,0,Level 1,5,2,1,1,0,0,0,0.0,128
2245,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,43,6,36,1,8,0,0.0,1288
2246,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,40,15,20,5,22,3,7.5,1288
2247,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,46,41,5,0,5,1,2.2,1288
2248,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,23,14,7,2,7,2,8.7,1288
2249,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,51,31,18,2,6,0,0.0,1288
2250,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,69,42,18,9,20,1,1.4,1288
2251,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,36,15,20,1,8,0,0.0,1288
2252,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,3,0,3,0,0,0,0.0,1288
2253,10,41,16,ES,60631,654,184,116,16,194,396,22,3,0,0,Level 1,3,17,9,3,5,2,0,0.0,1288
2254,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,24,4,19,1,9,0,0.0,1288
2255,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,6,1,1,4,6,0,0.0,1288
2256,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,20,2,17,1,19,0,0.0,1288
2257,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,12,2,7,3,11,0,0.0,1288
2258,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,42,19,23,0,20,0,0.0,1288
2259,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,62,19,43,0,40,2,3.2,1288
2260,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,73,22,50,1,17,1,1.4,1288
2261,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,13,7,6,0,0,0,0.0,1288
2262,70,18,8,ES,60652,273,147,30,267,4,0,0,0,0,0,Level 1,3,30,5,23,2,17,0,0.0,1288
2263,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,3,0,2,1,3,2,66.7,1288
2264,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,6,0,2,4,5,3,50.0,1288
2265,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,6,3,2,1,3,3,50.0,1288
2266,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,3,3,0,0,1,0,0.0,1288
2267,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,5,1,2,2,1,2,40.0,1288
2268,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,12,1,6,5,6,2,16.7,1288
2269,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,6,1,5,0,1,1,16.7,1288
2270,26,24,11,ES,60624,211,148,37,208,1,0,0,1,0,0,Level 1,3,6,0,5,1,2,0,0.0,1288
2271,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,1441,831,462,148,1351,2,0.1,1288
2272,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,3200,2665,379,156,1193,6,0.2,1288
2273,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,1673,1201,354,118,871,0,0.0,1288
2274,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,1724,1356,302,66,796,1,0.1,1288
2275,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,1284,1028,189,67,590,1,0.1,1288
2276,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,1058,791,163,104,753,1,0.1,1288
2277,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,588,359,189,40,297,4,0.7,1288
2278,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,20,11,7,2,0,0,0.0,1288
2279,39,4,2,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,Level 1+,3,779,401,290,88,315,8,1.0,1288
2280,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,974,668,280,26,572,56,5.7,1723
2281,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,558,320,192,46,249,59,10.6,1723
2282,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,571,294,216,61,291,20,3.5,1723
2283,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,222,116,93,13,133,27,12.2,1723
2284,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,760,467,248,45,241,4,0.5,1723
2285,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,851,605,202,44,268,0,0.0,1723
2286,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,537,402,134,1,182,8,1.5,1723
2287,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,13,9,4,0,2,0,0.0,1723
2288,61,16,9,HS,60609,275,246,62,116,145,1,0,2,0,0,Level 2,2,779,504,249,26,195,8,1.0,1723
2289,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,19,4,14,1,17,0,0.0,128
2290,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,20,4,12,4,19,0,0.0,128
2291,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,20,6,13,1,14,0,0.0,128
2292,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,20,6,12,2,8,0,0.0,128
2293,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,15,3,12,0,3,0,0.0,128
2294,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,75,32,41,2,4,0,0.0,128
2295,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,20,12,8,0,1,0,0.0,128
2296,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,5,1,4,0,0,0,0.0,128
2297,6,44,19,ES,60657,606,96,50,34,128,310,80,2,0,2,Level 1+,5,10,2,6,2,3,0,0.0,128
2298,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,866,498,331,37,525,18,2.1,1288
2299,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,517,13,456,48,226,127,24.6,1288
2300,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,4079,235,3777,67,3764,38,0.9,1288
2301,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,1057,651,392,14,956,5,0.5,1288
2302,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,862,754,105,3,799,0,0.0,1288
2303,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,902,860,41,1,877,0,0.0,1288
2304,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,205,193,11,1,205,0,0.0,1288
2305,29,24,10,HS,60623,226,214,55,214,10,2,0,0,0,0,Level 2,3,7,0,2,5,5,0,0.0,1288
2306,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,263,184,43,36,269,0,0.0,1723
2307,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,1515,1378,102,35,405,6,0.4,1723
2308,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,940,774,114,52,324,5,0.5,1723
2309,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,5617,5353,250,14,164,9,0.2,1723
2310,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,10050,9883,129,38,117,11,0.1,1723
2311,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,1112,835,225,52,52,6,0.5,1723
2312,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,751,542,208,1,119,22,2.9,1723
2313,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,17,10,7,0,0,0,0.0,1723
2314,19,37,25,HS,60639,1169,1035,165,285,854,20,2,4,0,2,Level 2+,2,600,450,145,5,90,6,1.0,1723
2315,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,63,12,43,8,44,2,3.2,1723
2316,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,25,11,11,3,14,7,28.0,1723
2317,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,39,19,15,5,24,6,15.4,1723
2318,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,70,28,37,5,16,1,1.4,1723
2319,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,115,54,59,2,43,1,0.9,1723
2320,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,20,6,10,4,12,10,50.0,1723
2321,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,25,11,11,3,2,0,0.0,1723
2322,27,27,13,ES,60612,258,219,34,246,12,0,0,0,0,0,Level 1,2,6,1,3,2,3,1,16.7,1723
2323,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,195,53,126,16,99,4,2.1,1723
2324,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,77,25,39,13,28,6,7.8,1723
2325,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,209,48,128,33,149,5,2.4,1723
2326,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,137,56,66,15,29,9,6.6,1723
2327,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,120,22,90,8,19,1,0.8,1723
2328,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,241,87,135,19,59,4,1.7,1723
2329,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,52,15,32,5,13,2,3.8,1723
2330,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,5,1,4,0,0,0,0.0,1723
2331,35,4,2,ES,60616,258,212,42,258,0,0,0,0,0,0,Level 3,2,60,19,30,11,3,0,0.0,1723
2332,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,503,77,414,12,370,0,0.0,1723
2333,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,286,58,208,20,113,1,0.3,1723
2334,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,214,105,71,38,92,0,0.0,1723
2335,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,145,56,53,36,62,0,0.0,1723
2336,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,150,25,67,58,98,0,0.0,1723
2337,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,204,92,66,46,63,0,0.0,1723
2338,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,5572,5498,70,4,42,0,0.0,1723
2339,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,12,4,7,1,1,0,0.0,1723
2340,23,28,11,HS,60624,1200,924,96,553,504,29,84,4,0,5,Level 1+,2,11269,11060,180,29,130,4,0.0,1723
2341,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,4,1,3,0,4,0,0.0,1288
2342,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,1,0,1,0,1,0,0.0,1288
2343,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,5,3,2,0,1,0,0.0,1288
2344,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,6,6,0,0,0,0,0.0,1288
2345,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,20,19,1,0,0,0,0.0,1288
2346,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,21,18,3,0,0,0,0.0,1288
2347,16,38,17,ES,60641,432,129,48,31,179,172,28,2,0,0,Level 1,3,11,4,7,0,0,0,0.0,1288
2348,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,131,37,76,18,65,4,3.1,1723
2349,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,151,50,89,12,51,5,3.3,1723
2350,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,70,20,44,6,40,11,15.7,1723
2351,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,34,9,12,13,22,7,20.6,1723
2352,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,15,6,6,3,6,0,0.0,1723
2353,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,183,25,132,26,107,4,2.2,1723
2354,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,58,11,29,18,20,9,15.5,1723
2355,29,24,10,ES,60623,216,182,32,208,6,2,0,0,0,0,Level 2,2,78,20,36,22,45,6,7.7,1723
2356,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,1331,928,299,104,496,27,2.0,1723
2357,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,2359,1452,769,138,593,10,0.4,1723
2358,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,3310,1926,1131,253,722,33,1.0,1723
2359,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,2684,1620,943,121,493,9,0.3,1723
2360,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,727,391,218,118,359,48,6.6,1723
2361,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,838,466,271,101,545,49,5.8,1723
2362,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,766,352,362,52,581,30,3.9,1723
2363,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,7,4,3,0,0,1,14.3,1723
2364,24,1,13,HS,60622,589,492,164,202,356,18,4,4,0,2,Level 2,2,783,353,332,98,323,14,1.8,1723
2365,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,24,11,13,0,16,1,4.2,1288
2366,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,33,21,12,0,10,0,0.0,1288
2367,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,17,12,5,0,11,0,0.0,1288
2368,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,4,2,2,0,3,0,0.0,1288
2369,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,6,5,1,0,10,1,16.7,1288
2370,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,1,0,1,0,0,0,0.0,1288
2371,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,1,0,0,1,1,0,0.0,1288
2372,63,14,9,ES,60632,324,288,169,41,273,9,0,0,0,1,Level 2,3,14,0,13,1,14,0,0.0,1288
2373,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,916,481,390,45,870,47,5.1,1723
2374,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,394,72,281,41,287,89,22.6,1723
2375,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,219,82,121,16,160,43,19.6,1723
2376,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,255,107,123,25,145,41,16.1,1723
2377,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,151,56,63,32,137,39,25.8,1723
2378,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,199,47,115,37,74,45,22.6,1723
2379,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,164,108,42,14,25,6,3.7,1723
2380,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,12,5,7,0,0,1,8.3,1723
2381,61,11,9,HS,60609,216,180,68,88,98,20,2,0,0,1,Level 2,2,176,72,78,26,51,1,0.6,1723
2382,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,52,37,15,0,10,0,0.0,1288
2383,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,118,89,29,0,7,0,0.0,1288
2384,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,89,72,17,0,4,0,0.0,1288
2385,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,153,135,18,0,7,0,0.0,1288
2386,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,306,276,28,2,3,0,0.0,1288
2387,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,281,235,39,7,5,1,0.4,1288
2388,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,7,0,7,0,2,0,0.0,1288
2389,1,49,24,ES,60626,515,327,84,159,215,65,32,1,0,2,Level 1,3,19,11,8,0,5,0,0.0,1288
2390,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,200,47,150,3,191,1,0.5,289
2391,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,240,43,164,33,131,14,5.8,289
2392,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,194,65,113,16,98,7,3.6,289
2393,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,91,20,59,12,59,3,3.3,289
2394,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,348,225,118,5,105,6,1.7,289
2395,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,303,168,98,37,151,2,0.7,289
2396,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,257,67,121,69,186,2,0.8,289
2397,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,30,29,1,0,0,0,0.0,289
2398,69,20,3,ES,60637,663,555,70,639,15,1,1,0,0,0,Level 2,1,101,28,72,1,30,0,0.0,289
2399,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,124,16,100,8,95,1,0.8,356
2400,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,170,34,127,9,72,0,0.0,356
2401,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,84,13,64,7,51,0,0.0,356
2402,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,20,2,14,4,4,0,0.0,356
2403,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,64,10,47,7,17,0,0.0,356
2404,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,74,17,47,10,14,0,0.0,356
2405,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,120,71,49,0,27,0,0.0,356
2406,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,1,1,0,0,0,0,0.0,356
2407,16,38,17,ES,60641,550,256,76,30,194,271,27,5,0,3,Level 1+,4,66,12,49,5,23,0,0.0,356
